id	event	tweet	offensive	emotion
08192d5b-82ab-4ee7-bd36-ab43601a4cba	WorldBookDay	Les recomiendo saco de huesos, este señor te intriga hasta que termines el libro. #DiadelLibro https://t.co/GCy9CxAYXU	NO	others
2bb0553e-670e-4542-b0ec-f79637660dcb	GameOfThrones	"""""Pseudospoiler"""" Bueno vaya decepción más grande, la gente que lleve desde 2011 viéndola lo siento por haber esperado 8 años para esto #JuegodeTronos #GOTS8E3"	NO	sadness
9102605b-bf30-4df2-aad7-633f0ae17b71	WorldBookDay	"¡Feliz día del libro a todos! ¡Y felicidades a todos los Jorges! ""𝐄𝐥 𝐪𝐮𝐞 𝐋𝐄𝐄 𝐦𝐮𝐜𝐡𝐨 𝐲 𝐀𝐍𝐃𝐀 𝐦𝐮𝐜𝐡𝐨, 𝐕𝐄 𝐦𝐮𝐜𝐡𝐨 𝐲 𝐒𝐀𝐁𝐄 𝐦𝐮𝐜𝐡𝐨"" (𝑴𝒊𝒈𝒖𝒆𝒍 𝒅𝒆 𝑪𝒆𝒓𝒗𝒂𝒏𝒕𝒆𝒔) #diadellibro #santjordi #finanzaspersonales #banca #se…https://t.co/2zJ97dpaps"	NO	joy
669281c2-1043-4a04-acbd-6d64a336a6c2	SpainElection	El coletas quiere a toda costa estar en el gobierno, le ha cogido gustillo a los chalets que tanto detestaba y ahora va a por los sillones de la “casta”. Hay que apostar por un gobierno moderado y más respaldado #ElecccionesGenerales28A	NO	disgust
801d47a3-e117-4d04-a051-569d22f3b51f	LaLiga	¡Enhorabuena al USER por el título de #LaLiga 2018/2019!	NO	joy
c5db46c4-302c-4020-8998-a501dcf0f12c	Venezuela	#Venezuela Venezuela: La derecha, ataca de nuevo. | Otra Voz https://t.co/Oyg9c6kS2A	NO	others
c87bc8b6-d357-4d34-bfb9-326536e0ebdb	Venezuela	Trump amenaza con endurecer el embargo a Cuba si no cancelan sus operaciones militares en Venezuela #EEUU #Cuba #Venezuela #DonaldTrump https://t.co/jz8EBMrsTn https://t.co/p4slPeSVnX	NO	others
0d34c959-9880-4675-ad73-a7ff0969e491	ChampionsLeague	El #liverpool ya perdonó 2 goles y cuando se perdona tanto... #ChampionsxESPN #ChampionsLeague #ChampionsRPC #UCL #BarçaLFC	NO	others
4aa16d49-9be7-49b6-aae5-cd4a4c74ce20	Venezuela	Canciller venezolano respondió a Piñera: “No es extraño ver al adorador de Pinochet apoyando golpes de Estado” https://t.co/gVV0EDqZhD https://t.co/Orrdq1uJrT #GolpeDeEstado #Venezuela	NO	others
ba8aeaf9-30cb-4efb-8c5c-7fabadb4c937	NotreDame	Estoy esperando su vídeo del incendio de Notre-Dame con audio de los gemidos!!! A ver a qué hora cabrones!!! Se están perdiendo los valores!!!! #NotreDame	OFF	disgust
2b87fb54-478c-4fe7-98b9-dbef961c90d7	SpainElection	Que raro que pp baje tanto si prometieron bajar el salario mínimo será que la gente quiere estar bien pagada? #ElecccionesGenerales28A	NO	surprise
3c1a74da-d753-40e9-b088-73d52e31578c	NotreDame	Osea sí, mal pedo por lo de #NotreDame, al fin y al cabo es Patrimonio. Pero así debían hacer drama mil cada que se extingue una especie animal.	NO	anger
c5f71dc4-4cc9-43cb-8563-5b885d0c4a3c	WorldBookDay	#DiaDelLibro📖 | Celebrado y promovido por la UNESCO; desde 1996 se celebra el día internacional del libro y del derecho de autor, cuyo objetivo principal es fomentar la lectura y la protección de la propiedad intelectual. https://t.co/EUqK0psUKA	NO	others
5e8e33b9-68f4-4071-a010-b1703892eea9	NotreDame	Esta la gente que todavía no entendió que la iglesia no es solo un edificio! #NotreDame	NO	sadness
74238c91-c968-4938-a019-5acd5677588d	Venezuela	Definitivamente USER es una desgracia. La forma en que justifica a USER en #Venezuela dan ganas de vomitar. Justifica habernos obligado a votar en su contra. Al parecer el mal escogido sí fue el mal menor.	OFF	disgust
41f05cc0-534c-4ff9-817d-2d280e9275da	Venezuela	Al ver esta imagen entiendo muchas cosas. Nadie podemos opinar sobre la sisituación de #Venezuela, sólo ellos sabrán la verdad. De verdad creen que Estados Unidos este interviniendo sólo por razones de humanidad y justicia? La pregunta queda en el aire........ https://t.co/zeSixRIJb1	NO	others
a3b4090a-954b-47f4-8517-261cc718d567	Venezuela	Que mierda debes tener en la cabeza para realizar esto. 😢 Tanques militares atropellan a manifestantes pro Guaidó en Caracas. #Venezuela https://t.co/om9spWpTNs	OFF	anger
db03e5cb-f8ff-468f-bb2c-14e4aa3ff319	NotreDame	#NotreDame un chingo de mexicanos mamadores bien consternados hasta el llanto por la catedral, pero yo no leí tanto tuitero consternado por las 50 hectáreas de bosque consumido en el bosque de la primavera en jalisco.	NO	sadness
1a26e3b9-0849-4798-8065-c3eeb86045c4	GameOfThrones	Y ahora vamos a la otra batalla...#Winterfell #JuegoDeTronos #GameOfThornes https://t.co/YRMEJVnPN3	NO	others
17de5c6b-f846-4da8-afa4-3ba153fed2de	LaLiga	🏆 El Barça, obligado a ganar al Levante para ser campeón https://t.co/VlRSThf3u2 #LaLiga https://t.co/xMnQNclPHA	NO	others
a6265fbf-1b97-4b76-81ac-b1cba6ff97dc	GretaThunberg	Debido a sus esfuerzos para combatir el #CambioClimatico y salvar al #planeta, así como por inspirar a los jóvenes de todo el mundo a luchar por lo mismo, la sueca #GretaThunberg Thunberg fue nominada, a sus 16 años, como candidata al #PremioNobeldelaPaz.	NO	joy
ecd36a19-5794-40cb-8365-ed8a8f571bde	GretaThunberg	Ayer también #GretaThunberg logró decir verdades en Davos respecto al poco interes de los más poderosos con el medio ambiente. #ClimateAction https://t.co/caQEKsQ8Q6	NO	others
7e86eea6-6399-4547-8c75-2fa15734431d	ChampionsLeague	Acabo de ver el gol de Messi... ¡TREMENDO! #ChampionsLeague	NO	joy
fef0cd28-e389-4d09-8a60-33c345b6105c	Venezuela	Tibia reacción del gobierno español con la situación en #Venezuela #concepto	NO	others
8f7ddd80-9dea-41cf-b0f1-b9d0e83e40ca	SpainElection	#ElecccionesGenerales28A solo con ver que UP ha duplicado casi a vox me voy a dormir contento	NO	joy
a0a9ed16-34a0-4458-b144-0edce00c5b0d	GretaThunberg	#spanishrevolution15m #Gretathunberg USER , activista climática de 16 años, tiene un mensaje para ti.https://t.co/TKZOcxDMev	NO	others
e7650817-ebe9-4660-af20-05743f6243c6	NotreDame	Pinault donará 100 millones de € para restaurar #NotreDame https://t.co/i35diWMOu7	NO	others
028a0e12-52fe-402a-ba5e-a4472f2ab316	GameOfThrones	Así me quedé hoy con el capitulo de #JuegoDeTronos #gameofthrones #FelizDomingo https://t.co/e8YeT88hzh	NO	others
53d6514f-ab29-4029-b757-76a5adfd58ea	SpainElection	Solo espero que el intercambio de libros entre USER y USER no sea ahora también intercambio de sillas y vayan juntitos #ñaaa #ElecccionesGenerales28A	NO	others
f619b955-09d2-478f-8126-28eb52ff4e16	Venezuela	 USER USER Comentario más asqueroso, malditas Oriana a #Venezuela, la Gahona que rápido se le paso el luto de #Chiquetete y Sofía con sus clásicas respuestas de 2 neuronas no le da para más el cerebro	OFF	anger
9ea6a427-f65f-4fd5-8721-1489cff2cced	Venezuela	La #ONU llamó a Maduro y a Guaidó a «evitar cualquier violencia» en #Venezuela https://t.co/t6G6h9TgC2	NO	others
5ced5634-81ab-498d-9fc2-d070bd2cdcef	LaLiga	Que viva el rey. El Fútbol club Barcelona Ed el nuevo campeón de la liga española. Con 83 puntos el club catalán logro salir campeón a falta de dos fechas para culminar USER . #Barcelona #Cataluna #LaLiga #Campeones #Messi #Dembele #soccer #Champions https://t.co/XCjkg4l3vG	NO	joy
b0ee5e1e-aa38-4f36-befe-c275643f138f	GameOfThrones	Las criptas de #Invernalia: ¿terror o esperanza? #JuegoDeTronos #PorElTrono https://t.co/Q58DEuXEzf https://t.co/fOuqULUuVR	NO	others
25828722-3bf4-4c1d-b2cb-9ab9dca30416	SpainElection	Espero que por dignidad después de estos resultados USER esté recogiendo sus papeles....y se largue cuanto antes #ElecccionesGenerales28A	NO	anger
7d3c7bce-8b6c-42e3-a4fc-1fc1822c791c	GretaThunberg	A seis días sin luz, Venezuela anuncia restablecimiento total https://t.co/PcGyLxQwMa #GretaThunberg #SaveODAAT #SalisburgoNapoli #ei https://t.co/KScruXUUvn	NO	others
80c6a759-a099-42c3-b6ae-fdc43160cd54	SpainElection	Bueno , pues a esperar nuestro destino con o sin independes , preparando el bolsillo , #ElecccionesGenerales28A	NO	others
13eb9630-6959-438b-a1e1-02fcbd3eb6bc	NotreDame	Guardaré en mis ojos tu última mirada... 💔 #notredame #paris #francia #photography #streetphotography https://t.co/fEUhRv3UN1	NO	others
514fe812-9bdc-4c4c-94ed-4a3cac028f74	GameOfThrones	Sigue a este pavo q regala pavos USER #JuegodeTronos #AvengersEndgame #BranStark	NO	others
ca81373c-e006-48fb-81d4-828d7ba7254b	Venezuela	4992 km son los que separan #Argentina de #venezuela ... A las personas que les interesa tanto lo que ocurre con USER pueden ir a ese país.... Tantos kilómetros no son, no? O les da fiaca? Vamos remolones....#Venezuela los está esperando! https://t.co/htlVW66DE6	NO	others
67a96b21-98b0-438d-800d-fdda0b9256d3	WorldBookDay	El #DíaDelLibro del año pasado me publicaron por primera vez. Ese es el motivo más grande por el que me emociona tanto. ❤️✒️ https://t.co/x1wt8nNXqI	NO	joy
6d72feea-4af8-4337-a160-8f61d5169666	WorldBookDay	Si yo fuera un libro, sería de esos libros casi nuevos que están medios rotos. Una novela latinoamericana, con algo de historia y un conflicto existencial. Una historia de amor con momentos mamones y un final inconcluso #DíadelLibro	NO	others
31d741d5-7974-4317-88e9-04dd004e6a1b	ChampionsLeague	Por lo menos estoy menos ansioso. Qué ironía. #YNWA #ChampionsLeague	NO	others
16ac2af4-36a3-4046-b267-70b4e66bd164	Venezuela	Hoy tarde de oraciones. Pido por todos mis amigos venezolanos que hoy sufren la opresión a fin de que llegue pronto una #VenezuelaLibre sin violencia. https://t.co/C3GAUJ7U3a	NO	sadness
6e19fc44-4e52-4b66-9b77-1e714f0e5381	Venezuela	 USER Y la tensión en #Venezuela no la muestran? Enfrentó a la policia ese militante, menos mal está todo reflejado en un video	NO	anger
39cecab1-6991-4c2d-b89b-b62c2f2373af	GretaThunberg	"por fin #Gretathunberg : ""las generaciones de adultos han fracasado..tenemos que salir de nuestras zonas de confort"" https://t.co/s8Dd1ZP5jC"	NO	others
8211217b-921d-4fa3-9044-215c25127d65	ChampionsLeague	Esas vueltas de Messi jajaja por eso por muy bueno que sea nunca será de mis favoritos #ChampionsLeague	NO	others
fbdee9d4-d7c6-4c58-b144-c0251cdeee03	WorldBookDay	A propósito del #DíaDelLibro 😍: La de la Sorbona, la Pública de NY y otras bibliotecas, las más bonitas del mundo https://t.co/r4E5sjHxtf	NO	joy
68b71551-d9ee-4fa1-b918-e8daadb2fcee	WorldBookDay	#GRATIS en Amazon por el #DiaDelLibro Ella sabía que no estaba sola en aquella cabaña... #Romance #Erotismo #Misterio #Fantasma LO QUE OCULTA TU CORAZÓN Gratis para #KindleUnlimited https://t.co/aofjJEg8QS https://t.co/ph72Cn7Kv1	NO	others
bf5a3b55-dcca-444a-80d8-f3082e535aef	NotreDame	La buena noticia es que gracias a sus fotos ahora todos sabemos que #NotreDame se construyó en 1163 🙄🙄🙄	NO	joy
5f977021-6be1-4bae-8f36-5d69f2ca75fa	SpainElection	Que no nos vais a hacer retroceder, porque cuando te pones las gafas violetas ya no hay marcha atrás #EleccionesA3N #28ALasFeministasVotamos #ElecccionesGenerales28A	NO	others
a411087c-a7c5-4ac0-9304-f78e23becc64	GretaThunberg	Nominan a #GretaThunberg de sólo 16 años de edad, al premio #Nobel de la Paz. La joven sueca fue postulada por su papel en la organización de protestas contra el cambio climático. https://t.co/hQ6b85BH5l	NO	others
239e121d-07a9-48e2-ba5f-b5b4f82bbd0f	SpainElection	Rivera es un impresentable... incluso cuando obtiene un buen resultado #ElecccionesGenerales28A #28A   #EleccionesL6 #EleccionesRTVE	NO	anger
fecb9318-c487-4c53-84ea-35d9e034be2b	NotreDame	Lunes negro para París, a punto de caer la catedral de #NotreDame... Mala yuyu dirían los antiguos. Bomberos en París dudan poder controlar el incendio en Notre Dame https://t.co/pRM43sdSUe #NotreDameFire	NO	sadness
b956c168-f524-4905-ad64-4ea1152d9a96	GameOfThrones	"#JuegoDeTronos serie que se caracteriza por matar a todos sus protagonistas. En la batalla más ""épica"" la palman 4 contados.... 😭"	NO	others
a452961b-c6b4-4065-9c2a-66333f7b26cc	GretaThunberg	Me encantan las personas anónimas que empujan y construyen. #FridaysForFuture #GretaThunberg	NO	joy
ba293e07-dcac-43c4-9ffb-235a84cf79ff	ChampionsLeague	¿Ya listo para el juego de ida de la semifinal de la #ChampionsLeague? No te pierdas el #MinutoAMinuto del USER vs USER por USER 👉 https://t.co/3rrwHAkJRR https://t.co/jkD8Is26OM	NO	others
0a1a6562-8796-4794-b19f-f61219479646	LaLiga	#LaLiga Así levantó Messi el trofeo de campeón para el Barcelona. https://t.co/xLwJ607amk	NO	others
b2142249-3bb6-4d96-9c1b-e3ce4faba861	ChampionsLeague	Y pensar que todavía hay quien duda que es el mejor del planeta...Chale! #ChampionsLeague #Messi #BarçaLFC	NO	others
f9a0c613-ae11-496c-aad7-d2c506769cbc	SpainElection	Hermosa ostia la q se ha dado el PP #ElecccionesGenerales28A #Elecciones2019	NO	joy
0cb96c51-d0d9-4641-a11c-98bcedd5f2cc	SpainElection	Feliz lunes, ahora con Mas motivo que ayer, a trabajar duro, y sacar este país adelante que falta nos hará. Y ser más optimistas con la que nos viene ... #arribaespaña #buenosdias #Españoles #ElecccionesGenerales28A	NO	joy
5e64c45e-0086-40d1-b76b-fb581742294f	NotreDame	En Damasco, Siria, también quedaron destruidas construcciones de valor histórico, y nadie hizo nada, ¡paaaah! #NotreDame.	NO	anger
23f0a7bd-9802-43c3-80ae-cffe63b963a1	WorldBookDay	RT MaestraTuitera: #DiaDelLibro No busquen excusas para abrir un libro, háganlo sin pensar más allá, que todo lo que viene con ese gesto son beneficios: Te hace más libre, te aumenta las conexiones del cerebro, da experiencia, te encuentra contigo mismo … https://t.co/N3qNUiwmFO	NO	joy
346cdf73-d2a6-4d6d-a570-51adff841012	ChampionsLeague	GOLAZO DEL MEJOR DEL MUNDO, DE LA HISTORIA. #Messi #ChampionsLeague	NO	joy
f865e5c5-6415-4cd9-88ca-745a33ce6d67	ChampionsLeague	Que clase táctica están dando estos dos Equipos... bendita #ChampionsLeague USER vs USER 	NO	others
a9c1ab16-a046-424a-bf25-4278721b0c27	WorldBookDay	#Sinceramente me gustaría que gane Cristina para que se quede con Clarín y todos estos medios de mierda que tergiversan la realidad. No los pienso defender esta vez. Lo que dijo Macri es lo que expreso USER y no USER #CaeCarrio #TardeParaVolar #DiaDelLibro https://t.co/KU9hLV5i8l	OFF	disgust
680755c1-6f84-432d-b29f-783387f8506a	WorldBookDay	Este año el #DíaDelLibro en esta magnífica biblioteca del USER , mi lugar de trabajo. Fotografías y alguna joya documental. Un placer descubrirlas y pensar en cómo difundir estos fondos #SanJorge2019 https://t.co/lmqr2TgSJf	NO	surprise
32a9fc74-910d-41e6-9406-4b3394417350	GameOfThrones	#AryaStark es la MVP del segundo episodio de #JuegoDeTronos porque ha aprovechado mejor que nadie la noche previa a la batalla. #VivePoniente en USER 	NO	others
